hardware,embedding_index,horizon,method,time,result
cambridge,0,3,bellman,0.032080,1
cambridge,0,4,bellman,0.035690,1
cambridge,0,5,bellman,0.036290,1
cambridge,0,6,bellman,0.055990,1
cambridge,0,7,bellman,0.057820,1
cambridge,1,3,bellman,0.005590,1
cambridge,1,4,bellman,0.034480,1
cambridge,1,5,bellman,0.039900,1
cambridge,1,6,bellman,0.054310,1
cambridge,1,7,bellman,0.081330,1
cambridge,2,3,bellman,0.031610,1
cambridge,2,4,bellman,0.036550,1
cambridge,2,5,bellman,0.038420,1
cambridge,2,6,bellman,0.058990,1
cambridge,2,7,bellman,0.060890,1
jakarta,0,3,bellman,0.012250,1
jakarta,0,4,bellman,0.015810,1
jakarta,0,5,bellman,0.016540,1
jakarta,0,6,bellman,0.029650,1
jakarta,0,7,bellman,0.031060,1
jakarta,1,3,bellman,0.012700,1
jakarta,1,4,bellman,0.015940,1
jakarta,1,5,bellman,0.016720,1
jakarta,1,6,bellman,0.030190,1
jakarta,1,7,bellman,0.031180,1
jakarta,2,3,bellman,0.003250,1
jakarta,2,4,bellman,0.017350,1
jakarta,2,5,bellman,0.018160,1
jakarta,2,6,bellman,0.032300,1
jakarta,2,7,bellman,0.033440,1
jakarta,3,3,bellman,0.003450,1
jakarta,3,4,bellman,0.018720,1
jakarta,3,5,bellman,0.019780,1
jakarta,3,6,bellman,0.034130,1
jakarta,3,7,bellman,0.035520,1
jakarta,4,3,bellman,0.014500,1
jakarta,4,4,bellman,0.017900,1
jakarta,4,5,bellman,0.019020,1
jakarta,4,6,bellman,0.033190,1
jakarta,4,7,bellman,0.034330,1
yorktown,0,3,bellman,0.004240,1
yorktown,0,4,bellman,0.015120,1
yorktown,0,5,bellman,0.020130,1
yorktown,0,6,bellman,0.029260,1
yorktown,0,7,bellman,0.049310,1
yorktown,1,3,bellman,0.004200,1
yorktown,1,4,bellman,0.015060,1
yorktown,1,5,bellman,0.019740,1
yorktown,1,6,bellman,0.028930,1
yorktown,1,7,bellman,0.049260,1
yorktown,2,3,bellman,0.002950,1
yorktown,2,4,bellman,0.015790,1
yorktown,2,5,bellman,0.016590,1
yorktown,2,6,bellman,0.030190,1
yorktown,2,7,bellman,0.031220,1
yorktown,3,3,bellman,0.003140,1
yorktown,3,4,bellman,0.016640,1
yorktown,3,5,bellman,0.017480,1
yorktown,3,6,bellman,0.031100,1
yorktown,3,7,bellman,0.032110,1
yorktown,4,3,bellman,0.003140,1
yorktown,4,4,bellman,0.016930,1
yorktown,4,5,bellman,0.017800,1
yorktown,4,6,bellman,0.031580,1
yorktown,4,7,bellman,0.032870,1
yorktown,5,3,bellman,0.003040,1
yorktown,5,4,bellman,0.017030,1
yorktown,5,5,bellman,0.017720,1
yorktown,5,6,bellman,0.031500,1
yorktown,5,7,bellman,0.032460,1
athens,0,3,bellman,0.011800,1
athens,0,4,bellman,0.014800,1
athens,0,5,bellman,0.015660,1
athens,0,6,bellman,0.028720,1
athens,0,7,bellman,0.029790,1
athens,1,3,bellman,0.012410,1
athens,1,4,bellman,0.015960,1
athens,1,5,bellman,0.016750,1
athens,1,6,bellman,0.030190,1
athens,1,7,bellman,0.031220,1
athens,2,3,bellman,0.025750,1
athens,2,4,bellman,0.016850,1
athens,2,5,bellman,0.021940,1
athens,2,6,bellman,0.031450,1
athens,2,7,bellman,0.053270,1
perfect_hardware,0,3,bellman,0.001580,1
perfect_hardware,0,4,bellman,0.001780,1
perfect_hardware,0,5,bellman,0.001980,1
perfect_hardware,0,6,bellman,0.002160,1
perfect_hardware,0,7,bellman,0.002420,1
melbourne,0,3,bellman,0.018960,1
melbourne,0,4,bellman,0.022450,1
melbourne,0,5,bellman,0.023310,1
melbourne,0,6,bellman,0.038010,1
melbourne,0,7,bellman,0.039400,1
melbourne,1,3,bellman,0.016330,1
melbourne,1,4,bellman,0.020240,1
melbourne,1,5,bellman,0.021190,1
melbourne,1,6,bellman,0.035990,1
melbourne,1,7,bellman,0.037330,1
rochester,0,3,bellman,0.027150,1
rochester,0,4,bellman,0.032230,1
rochester,0,5,bellman,0.033970,1
rochester,0,6,bellman,0.052370,1
rochester,0,7,bellman,0.054320,1
rochester,1,3,bellman,0.038550,1
rochester,1,4,bellman,0.046030,1
rochester,1,5,bellman,0.047950,1
rochester,1,6,bellman,0.071010,1
rochester,1,7,bellman,0.073090,1
vigo,0,3,bellman,0.024210,1
vigo,0,4,bellman,0.016030,1
vigo,0,5,bellman,0.020960,1
vigo,0,6,bellman,0.030150,1
vigo,0,7,bellman,0.051040,1
vigo,1,3,bellman,0.012370,1
vigo,1,4,bellman,0.015780,1
vigo,1,5,bellman,0.016370,1
vigo,1,6,bellman,0.029960,1
vigo,1,7,bellman,0.030720,1
vigo,2,3,bellman,0.025220,1
vigo,2,4,bellman,0.017070,1
vigo,2,5,bellman,0.021780,1
vigo,2,6,bellman,0.031510,1
vigo,2,7,bellman,0.052370,1
belem,0,3,bellman,0.024020,1
belem,0,4,bellman,0.015850,1
belem,0,5,bellman,0.020800,1
belem,0,6,bellman,0.030080,1
belem,0,7,bellman,0.050890,1
belem,1,3,bellman,0.022940,1
belem,1,4,bellman,0.015760,1
belem,1,5,bellman,0.020490,1
belem,1,6,bellman,0.029790,1
belem,1,7,bellman,0.050430,1
belem,2,3,bellman,0.003060,1
belem,2,4,bellman,0.016900,1
belem,2,5,bellman,0.017600,1
belem,2,6,bellman,0.031410,1
belem,2,7,bellman,0.032670,1
brooklyn,0,3,bellman,0.056970,1
brooklyn,0,4,bellman,0.034620,1
brooklyn,0,5,bellman,0.040570,1
brooklyn,0,6,bellman,0.055480,1
brooklyn,0,7,bellman,0.082890,1
brooklyn,1,3,bellman,0.029260,1
brooklyn,1,4,bellman,0.034320,1
brooklyn,1,5,bellman,0.036200,1
brooklyn,1,6,bellman,0.055060,1
brooklyn,1,7,bellman,0.057080,1
brooklyn,2,3,bellman,0.069580,1
brooklyn,2,4,bellman,0.042630,1
brooklyn,2,5,bellman,0.049250,1
brooklyn,2,6,bellman,0.066550,1
brooklyn,2,7,bellman,0.097000,1
guadalupe,0,3,bellman,0.018560,1
guadalupe,0,4,bellman,0.022650,1
guadalupe,0,5,bellman,0.023680,1
guadalupe,0,6,bellman,0.039040,1
guadalupe,0,7,bellman,0.040700,1
guadalupe,1,3,bellman,0.018980,1
guadalupe,1,4,bellman,0.022890,1
guadalupe,1,5,bellman,0.024600,1
guadalupe,1,6,bellman,0.039970,1
guadalupe,1,7,bellman,0.041090,1
guadalupe,2,3,bellman,0.004490,1
guadalupe,2,4,bellman,0.026110,1
guadalupe,2,5,bellman,0.027510,1
guadalupe,2,6,bellman,0.043780,1
guadalupe,2,7,bellman,0.045090,1
almaden,0,3,bellman,0.018990,1
almaden,0,4,bellman,0.023220,1
almaden,0,5,bellman,0.024350,1
almaden,0,6,bellman,0.040410,1
almaden,0,7,bellman,0.041770,1
almaden,1,3,bellman,0.031880,1
almaden,1,4,bellman,0.020850,1
almaden,1,5,bellman,0.026140,1
almaden,1,6,bellman,0.037120,1
almaden,1,7,bellman,0.059460,1
almaden,2,3,bellman,0.020060,1
almaden,2,4,bellman,0.024620,1
almaden,2,5,bellman,0.025700,1
almaden,2,6,bellman,0.042220,1
almaden,2,7,bellman,0.043720,1
manhattan,0,3,bellman,0.007570,1
manhattan,0,4,bellman,0.060350,1
manhattan,0,5,bellman,0.068400,1
manhattan,0,6,bellman,0.091800,1
manhattan,0,7,bellman,0.129930,1
manhattan,1,3,bellman,0.010230,1
manhattan,1,4,bellman,0.059210,1
manhattan,1,5,bellman,0.062000,1
manhattan,1,6,bellman,0.090350,1
manhattan,1,7,bellman,0.094000,1
manhattan,2,3,bellman,0.007820,1
manhattan,2,4,bellman,0.065090,1
manhattan,2,5,bellman,0.073450,1
manhattan,2,6,bellman,0.097090,1
manhattan,2,7,bellman,0.135270,1
valencia,0,3,bellman,0.012500,1
valencia,0,4,bellman,0.015670,1
valencia,0,5,bellman,0.016470,1
valencia,0,6,bellman,0.029760,1
valencia,0,7,bellman,0.030650,1
valencia,1,3,bellman,0.023820,1
valencia,1,4,bellman,0.015990,1
valencia,1,5,bellman,0.021040,1
valencia,1,6,bellman,0.030330,1
valencia,1,7,bellman,0.051390,1
valencia,2,3,bellman,0.025120,1
valencia,2,4,bellman,0.016740,1
valencia,2,5,bellman,0.021960,1
valencia,2,6,bellman,0.031220,1
valencia,2,7,bellman,0.052450,1
boeblingen,0,3,bellman,0.017190,1
boeblingen,0,4,bellman,0.021310,1
boeblingen,0,5,bellman,0.022450,1
boeblingen,0,6,bellman,0.038000,1
boeblingen,0,7,bellman,0.039450,1
boeblingen,1,3,bellman,0.004690,1
boeblingen,1,4,bellman,0.023020,1
boeblingen,1,5,bellman,0.028360,1
boeblingen,1,6,bellman,0.039880,1
boeblingen,1,7,bellman,0.063310,1
bogota,0,3,bellman,0.002950,1
bogota,0,4,bellman,0.015010,1
bogota,0,5,bellman,0.015990,1
bogota,0,6,bellman,0.029020,1
bogota,0,7,bellman,0.029850,1
bogota,1,3,bellman,0.004190,1
bogota,1,4,bellman,0.016000,1
bogota,1,5,bellman,0.020820,1
bogota,1,6,bellman,0.030180,1
bogota,1,7,bellman,0.050590,1
bogota,2,3,bellman,0.003130,1
bogota,2,4,bellman,0.016740,1
bogota,2,5,bellman,0.017630,1
bogota,2,6,bellman,0.031460,1
bogota,2,7,bellman,0.032810,1
santiago,0,3,bellman,0.022570,1
santiago,0,4,bellman,0.015050,1
santiago,0,5,bellman,0.019850,1
santiago,0,6,bellman,0.028900,1
santiago,0,7,bellman,0.049570,1
santiago,1,3,bellman,0.012480,1
santiago,1,4,bellman,0.015900,1
santiago,1,5,bellman,0.016780,1
santiago,1,6,bellman,0.030450,1
santiago,1,7,bellman,0.031130,1
santiago,2,3,bellman,0.013370,1
santiago,2,4,bellman,0.016910,1
santiago,2,5,bellman,0.017770,1
santiago,2,6,bellman,0.031390,1
santiago,2,7,bellman,0.032540,1
singapore,0,3,bellman,0.021910,1
singapore,0,4,bellman,0.026690,1
singapore,0,5,bellman,0.028020,1
singapore,0,6,bellman,0.045070,1
singapore,0,7,bellman,0.047000,1
singapore,1,3,bellman,0.037500,1
singapore,1,4,bellman,0.024290,1
singapore,1,5,bellman,0.029760,1
singapore,1,6,bellman,0.041710,1
singapore,1,7,bellman,0.065590,1
singapore,2,3,bellman,0.005220,1
singapore,2,4,bellman,0.029420,1
singapore,2,5,bellman,0.030920,1
singapore,2,6,bellman,0.048720,1
singapore,2,7,bellman,0.050320,1
johannesburg,0,3,bellman,0.019480,1
johannesburg,0,4,bellman,0.023180,1
johannesburg,0,5,bellman,0.024580,1
johannesburg,0,6,bellman,0.040330,1
johannesburg,0,7,bellman,0.041930,1
johannesburg,1,3,bellman,0.036390,1
johannesburg,1,4,bellman,0.022990,1
johannesburg,1,5,bellman,0.028480,1
johannesburg,1,6,bellman,0.039860,1
johannesburg,1,7,bellman,0.063540,1
johannesburg,2,3,bellman,0.023750,1
johannesburg,2,4,bellman,0.028680,1
johannesburg,2,5,bellman,0.030040,1
johannesburg,2,6,bellman,0.047430,1
johannesburg,2,7,bellman,0.049270,1
rome,0,3,bellman,0.011500,1
rome,0,4,bellman,0.014990,1
rome,0,5,bellman,0.015690,1
rome,0,6,bellman,0.028900,1
rome,0,7,bellman,0.030070,1
rome,1,3,bellman,0.003020,1
rome,1,4,bellman,0.015870,1
rome,1,5,bellman,0.016810,1
rome,1,6,bellman,0.030110,1
rome,1,7,bellman,0.031370,1
rome,2,3,bellman,0.003100,1
rome,2,4,bellman,0.016980,1
rome,2,5,bellman,0.017700,1
rome,2,6,bellman,0.031430,1
rome,2,7,bellman,0.032890,1
burlington,0,3,bellman,0.002930,1
burlington,0,4,bellman,0.015760,1
burlington,0,5,bellman,0.016620,1
burlington,0,6,bellman,0.029670,1
burlington,0,7,bellman,0.031070,1
burlington,1,3,bellman,0.012500,1
burlington,1,4,bellman,0.015950,1
burlington,1,5,bellman,0.016720,1
burlington,1,6,bellman,0.030140,1
burlington,1,7,bellman,0.031400,1
burlington,2,3,bellman,0.025590,1
burlington,2,4,bellman,0.016890,1
burlington,2,5,bellman,0.021990,1
burlington,2,6,bellman,0.031740,1
burlington,2,7,bellman,0.052850,1
poughkeepsie,0,3,bellman,0.004750,1
poughkeepsie,0,4,bellman,0.023230,1
poughkeepsie,0,5,bellman,0.028850,1
poughkeepsie,0,6,bellman,0.040420,1
poughkeepsie,0,7,bellman,0.063740,1
poughkeepsie,1,3,bellman,0.004220,1
poughkeepsie,1,4,bellman,0.022940,1
poughkeepsie,1,5,bellman,0.024040,1
poughkeepsie,1,6,bellman,0.039790,1
poughkeepsie,1,7,bellman,0.040950,1
poughkeepsie,2,3,bellman,0.005100,1
poughkeepsie,2,4,bellman,0.028410,1
poughkeepsie,2,5,bellman,0.034430,1
poughkeepsie,2,6,bellman,0.047550,1
poughkeepsie,2,7,bellman,0.072840,1
kolkata,0,3,bellman,0.004960,1
kolkata,0,4,bellman,0.025200,1
kolkata,0,5,bellman,0.030810,1
kolkata,0,6,bellman,0.043010,1
kolkata,0,7,bellman,0.067210,1
kolkata,1,3,bellman,0.006270,1
kolkata,1,4,bellman,0.036490,1
kolkata,1,5,bellman,0.038200,1
kolkata,1,6,bellman,0.058200,1
kolkata,1,7,bellman,0.060200,1
kolkata,2,3,bellman,0.006130,1
kolkata,2,4,bellman,0.036230,1
kolkata,2,5,bellman,0.038260,1
kolkata,2,6,bellman,0.058220,1
kolkata,2,7,bellman,0.060210,1
quito,0,3,bellman,0.004070,1
quito,0,4,bellman,0.014970,1
quito,0,5,bellman,0.019960,1
quito,0,6,bellman,0.028920,1
quito,0,7,bellman,0.049850,1
quito,1,3,bellman,0.024000,1
quito,1,4,bellman,0.015860,1
quito,1,5,bellman,0.020860,1
quito,1,6,bellman,0.030060,1
quito,1,7,bellman,0.050720,1
quito,2,3,bellman,0.013500,1
quito,2,4,bellman,0.016690,1
quito,2,5,bellman,0.017620,1
quito,2,6,bellman,0.031430,1
quito,2,7,bellman,0.032650,1
hanoi,0,3,bellman,0.005400,1
hanoi,0,4,bellman,0.031000,1
hanoi,0,5,bellman,0.032490,1
hanoi,0,6,bellman,0.050630,1
hanoi,0,7,bellman,0.052650,1
hanoi,1,3,bellman,0.005650,1
hanoi,1,4,bellman,0.032110,1
hanoi,1,5,bellman,0.034150,1
hanoi,1,6,bellman,0.052330,1
hanoi,1,7,bellman,0.054290,1
hanoi,2,3,bellman,0.028080,1
hanoi,2,4,bellman,0.033270,1
hanoi,2,5,bellman,0.035050,1
hanoi,2,6,bellman,0.053880,1
hanoi,2,7,bellman,0.056050,1
ourense,0,3,bellman,0.011770,1
ourense,0,4,bellman,0.015030,1
ourense,0,5,bellman,0.015750,1
ourense,0,6,bellman,0.029050,1
ourense,0,7,bellman,0.030050,1
ourense,1,3,bellman,0.012540,1
ourense,1,4,bellman,0.015990,1
ourense,1,5,bellman,0.016710,1
ourense,1,6,bellman,0.030290,1
ourense,1,7,bellman,0.031420,1
ourense,2,3,bellman,0.025590,1
ourense,2,4,bellman,0.016920,1
ourense,2,5,bellman,0.021730,1
ourense,2,6,bellman,0.031340,1
ourense,2,7,bellman,0.052550,1
washington,0,3,bellman,0.021060,1
washington,0,4,bellman,0.025490,1
washington,0,5,bellman,0.026620,1
washington,0,6,bellman,0.043150,1
washington,0,7,bellman,0.044690,1
washington,1,3,bellman,0.005370,1
washington,1,4,bellman,0.027310,1
washington,1,5,bellman,0.033070,1
washington,1,6,bellman,0.047530,1
washington,1,7,bellman,0.071270,1
washington,2,3,bellman,0.020330,1
washington,2,4,bellman,0.126800,1
washington,2,5,bellman,0.132970,1
washington,2,6,bellman,0.182240,1
washington,2,7,bellman,0.188450,1
auckland,0,3,bellman,0.021050,1
auckland,0,4,bellman,0.025270,1
auckland,0,5,bellman,0.026360,1
auckland,0,6,bellman,0.042700,1
auckland,0,7,bellman,0.044610,1
auckland,1,3,bellman,0.029070,1
auckland,1,4,bellman,0.034710,1
auckland,1,5,bellman,0.036510,1
auckland,1,6,bellman,0.055870,1
auckland,1,7,bellman,0.058120,1
essex,0,3,bellman,0.012050,1
essex,0,4,bellman,0.015720,1
essex,0,5,bellman,0.016470,1
essex,0,6,bellman,0.029790,1
essex,0,7,bellman,0.030870,1
essex,1,3,bellman,0.012420,1
essex,1,4,bellman,0.016070,1
essex,1,5,bellman,0.016790,1
essex,1,6,bellman,0.030660,1
essex,1,7,bellman,0.031550,1
essex,2,3,bellman,0.013420,1
essex,2,4,bellman,0.016950,1
essex,2,5,bellman,0.017710,1
essex,2,6,bellman,0.031780,1
essex,2,7,bellman,0.032710,1
manila,0,3,bellman,0.002840,1
manila,0,4,bellman,0.015020,1
manila,0,5,bellman,0.015700,1
manila,0,6,bellman,0.029290,1
manila,0,7,bellman,0.034310,1
manila,1,3,bellman,0.003380,1
manila,1,4,bellman,0.016560,1
manila,1,5,bellman,0.016910,1
manila,1,6,bellman,0.030200,1
manila,1,7,bellman,0.031210,1
manila,2,3,bellman,0.003100,1
manila,2,4,bellman,0.016770,1
manila,2,5,bellman,0.017560,1
manila,2,6,bellman,0.031280,1
manila,2,7,bellman,0.032420,1
montreal,0,3,bellman,0.004510,1
montreal,0,4,bellman,0.025870,1
montreal,0,5,bellman,0.027320,1
montreal,0,6,bellman,0.043850,1
montreal,0,7,bellman,0.045480,1
montreal,1,3,bellman,0.055250,1
montreal,1,4,bellman,0.034840,1
montreal,1,5,bellman,0.040980,1
montreal,1,6,bellman,0.056100,1
montreal,1,7,bellman,0.083270,1
london,0,3,bellman,0.002990,1
london,0,4,bellman,0.014910,1
london,0,5,bellman,0.015690,1
london,0,6,bellman,0.029020,1
london,0,7,bellman,0.030050,1
london,1,3,bellman,0.004140,1
london,1,4,bellman,0.015520,1
london,1,5,bellman,0.020460,1
london,1,6,bellman,0.030030,1
london,1,7,bellman,0.050790,1
london,2,3,bellman,0.013550,1
london,2,4,bellman,0.017000,1
london,2,5,bellman,0.017790,1
london,2,6,bellman,0.031680,1
london,2,7,bellman,0.032760,1
mumbai,0,3,bellman,0.004320,1
mumbai,0,4,bellman,0.016150,1
mumbai,0,5,bellman,0.020960,1
mumbai,0,6,bellman,0.030520,1
mumbai,0,7,bellman,0.051020,1
mumbai,1,3,bellman,0.042400,1
mumbai,1,4,bellman,0.027160,1
mumbai,1,5,bellman,0.032870,1
mumbai,1,6,bellman,0.045440,1
mumbai,1,7,bellman,0.070260,1
mumbai,2,3,bellman,0.042960,1
mumbai,2,4,bellman,0.027530,1
mumbai,2,5,bellman,0.033250,1
mumbai,2,6,bellman,0.045900,1
mumbai,2,7,bellman,0.071150,1
geneva,0,3,bellman,0.047450,1
geneva,0,4,bellman,0.029350,1
geneva,0,5,bellman,0.035570,1
geneva,0,6,bellman,0.048570,1
geneva,0,7,bellman,0.074330,1
geneva,1,3,bellman,0.005530,1
geneva,1,4,bellman,0.031400,1
geneva,1,5,bellman,0.033090,1
geneva,1,6,bellman,0.051440,1
geneva,1,7,bellman,0.053150,1
geneva,2,3,bellman,0.004990,1
geneva,2,4,bellman,0.029420,1
geneva,2,5,bellman,0.030810,1
geneva,2,6,bellman,0.048860,1
geneva,2,7,bellman,0.050230,1
lima,0,3,bellman,0.022530,1
lima,0,4,bellman,0.014910,1
lima,0,5,bellman,0.019770,1
lima,0,6,bellman,0.028870,1
lima,0,7,bellman,0.049340,1
lima,1,3,bellman,0.004130,1
lima,1,4,bellman,0.015490,1
lima,1,5,bellman,0.020510,1
lima,1,6,bellman,0.029910,1
lima,1,7,bellman,0.050530,1
lima,2,3,bellman,0.025700,1
lima,2,4,bellman,0.016940,1
lima,2,5,bellman,0.022020,1
lima,2,6,bellman,0.031580,1
lima,2,7,bellman,0.052770,1
lagos,0,3,bellman,0.022370,1
lagos,0,4,bellman,0.014980,1
lagos,0,5,bellman,0.019970,1
lagos,0,6,bellman,0.028810,1
lagos,0,7,bellman,0.049420,1
lagos,1,3,bellman,0.023650,1
lagos,1,4,bellman,0.015810,1
lagos,1,5,bellman,0.020870,1
lagos,1,6,bellman,0.030150,1
lagos,1,7,bellman,0.050940,1
lagos,2,3,bellman,0.014220,1
lagos,2,4,bellman,0.017490,1
lagos,2,5,bellman,0.018320,1
lagos,2,6,bellman,0.032270,1
lagos,2,7,bellman,0.033380,1
lagos,3,3,bellman,0.028920,1
lagos,3,4,bellman,0.018910,1
lagos,3,5,bellman,0.024010,1
lagos,3,6,bellman,0.034140,1
lagos,3,7,bellman,0.056400,1
lagos,4,3,bellman,0.028170,1
lagos,4,4,bellman,0.018670,1
lagos,4,5,bellman,0.023900,1
lagos,4,6,bellman,0.033900,1
lagos,4,7,bellman,0.055650,1
toronto,0,3,bellman,0.044710,1
toronto,0,4,bellman,0.028540,1
toronto,0,5,bellman,0.034410,1
toronto,0,6,bellman,0.047570,1
toronto,0,7,bellman,0.072950,1
toronto,1,3,bellman,0.006220,1
toronto,1,4,bellman,0.036830,1
toronto,1,5,bellman,0.038700,1
toronto,1,6,bellman,0.058430,1
toronto,1,7,bellman,0.060330,1
toronto,2,3,bellman,0.006100,1
toronto,2,4,bellman,0.036210,1
toronto,2,5,bellman,0.037950,1
toronto,2,6,bellman,0.057840,1
toronto,2,7,bellman,0.060130,1
perth,0,3,bellman,0.012120,1
perth,0,4,bellman,0.015650,1
perth,0,5,bellman,0.016430,1
perth,0,6,bellman,0.029920,1
perth,0,7,bellman,0.030870,1
perth,1,3,bellman,0.011650,1
perth,1,4,bellman,0.015060,1
perth,1,5,bellman,0.015790,1
perth,1,6,bellman,0.029190,1
perth,1,7,bellman,0.030350,1
perth,2,3,bellman,0.013580,1
perth,2,4,bellman,0.017490,1
perth,2,5,bellman,0.018220,1
perth,2,6,bellman,0.032310,1
perth,2,7,bellman,0.033190,1
perth,3,3,bellman,0.014800,1
perth,3,4,bellman,0.018660,1
perth,3,5,bellman,0.019550,1
perth,3,6,bellman,0.033890,1
perth,3,7,bellman,0.035080,1
perth,4,3,bellman,0.014960,1
perth,4,4,bellman,0.018850,1
perth,4,5,bellman,0.019730,1
perth,4,6,bellman,0.034270,1
perth,4,7,bellman,0.035400,1
sydney,0,3,bellman,0.004590,1
sydney,0,4,bellman,0.025920,1
sydney,0,5,bellman,0.027300,1
sydney,0,6,bellman,0.043830,1
sydney,0,7,bellman,0.045930,1
sydney,1,3,bellman,0.005340,1
sydney,1,4,bellman,0.031120,1
sydney,1,5,bellman,0.032770,1
sydney,1,6,bellman,0.052590,1
sydney,1,7,bellman,0.052950,1
sydney,2,3,bellman,0.005490,1
sydney,2,4,bellman,0.031610,1
sydney,2,5,bellman,0.033090,1
sydney,2,6,bellman,0.051600,1
sydney,2,7,bellman,0.053300,1
cairo,0,3,bellman,0.022460,1
cairo,0,4,bellman,0.027630,1
cairo,0,5,bellman,0.028780,1
cairo,0,6,bellman,0.046150,1
cairo,0,7,bellman,0.047460,1
cairo,1,3,bellman,0.005410,1
cairo,1,4,bellman,0.032160,1
cairo,1,5,bellman,0.033710,1
cairo,1,6,bellman,0.052110,1
cairo,1,7,bellman,0.054030,1
casablanca,0,3,bellman,0.003060,1
casablanca,0,4,bellman,0.015890,1
casablanca,0,5,bellman,0.016790,1
casablanca,0,6,bellman,0.030340,1
casablanca,0,7,bellman,0.031430,1
casablanca,1,3,bellman,0.011560,1
casablanca,1,4,bellman,0.015000,1
casablanca,1,5,bellman,0.015770,1
casablanca,1,6,bellman,0.029090,1
casablanca,1,7,bellman,0.030010,1
casablanca,2,3,bellman,0.013720,1
casablanca,2,4,bellman,0.017520,1
casablanca,2,5,bellman,0.018290,1
casablanca,2,6,bellman,0.032660,1
casablanca,2,7,bellman,0.033320,1
casablanca,3,3,bellman,0.015120,1
casablanca,3,4,bellman,0.018510,1
casablanca,3,5,bellman,0.019590,1
casablanca,3,6,bellman,0.033880,1
casablanca,3,7,bellman,0.035020,1
casablanca,4,3,bellman,0.027280,1
casablanca,4,4,bellman,0.017690,1
casablanca,4,5,bellman,0.022910,1
casablanca,4,6,bellman,0.032830,1
casablanca,4,7,bellman,0.054730,1
oslo,0,3,bellman,0.011970,1
oslo,0,4,bellman,0.015050,1
oslo,0,5,bellman,0.015720,1
oslo,0,6,bellman,0.028880,1
oslo,0,7,bellman,0.029900,1
oslo,1,3,bellman,0.012490,1
oslo,1,4,bellman,0.015600,1
oslo,1,5,bellman,0.016340,1
oslo,1,6,bellman,0.030160,1
oslo,1,7,bellman,0.031100,1
oslo,2,3,bellman,0.025910,1
oslo,2,4,bellman,0.017220,1
oslo,2,5,bellman,0.022380,1
oslo,2,6,bellman,0.032140,1
oslo,2,7,bellman,0.053610,1
oslo,3,3,bellman,0.014300,1
oslo,3,4,bellman,0.017860,1
oslo,3,5,bellman,0.018730,1
oslo,3,6,bellman,0.032740,1
oslo,3,7,bellman,0.034060,1
oslo,4,3,bellman,0.015290,1
oslo,4,4,bellman,0.018650,1
oslo,4,5,bellman,0.019650,1
oslo,4,6,bellman,0.034170,1
oslo,4,7,bellman,0.035380,1
paris,0,3,bellman,0.016360,1
paris,0,4,bellman,0.019880,1
paris,0,5,bellman,0.020800,1
paris,0,6,bellman,0.035970,1
paris,0,7,bellman,0.037000,1
paris,1,3,bellman,0.027120,1
paris,1,4,bellman,0.032160,1
paris,1,5,bellman,0.033510,1
paris,1,6,bellman,0.052200,1
paris,1,7,bellman,0.054150,1
paris,2,3,bellman,0.025950,1
paris,2,4,bellman,0.031240,1
paris,2,5,bellman,0.032530,1
paris,2,6,bellman,0.050600,1
paris,2,7,bellman,0.052870,1
algiers,0,3,bellman,0.029280,1
algiers,0,4,bellman,0.019270,1
algiers,0,5,bellman,0.024240,1
algiers,0,6,bellman,0.034250,1
algiers,0,7,bellman,0.055880,1
algiers,1,3,bellman,0.024420,1
algiers,1,4,bellman,0.029560,1
algiers,1,5,bellman,0.030980,1
algiers,1,6,bellman,0.048760,1
algiers,1,7,bellman,0.050550,1
nairobi,0,3,bellman,0.012550,1
nairobi,0,4,bellman,0.016090,1
nairobi,0,5,bellman,0.016770,1
nairobi,0,6,bellman,0.030150,1
nairobi,0,7,bellman,0.031480,1
nairobi,1,3,bellman,0.022650,1
nairobi,1,4,bellman,0.015040,1
nairobi,1,5,bellman,0.019960,1
nairobi,1,6,bellman,0.029050,1
nairobi,1,7,bellman,0.049610,1
nairobi,2,3,bellman,0.025920,1
nairobi,2,4,bellman,0.017410,1
nairobi,2,5,bellman,0.022500,1
nairobi,2,6,bellman,0.032130,1
nairobi,2,7,bellman,0.053300,1
nairobi,3,3,bellman,0.015130,1
nairobi,3,4,bellman,0.018790,1
nairobi,3,5,bellman,0.019740,1
nairobi,3,6,bellman,0.034120,1
nairobi,3,7,bellman,0.035290,1
nairobi,4,3,bellman,0.015070,1
nairobi,4,4,bellman,0.018840,1
nairobi,4,5,bellman,0.019500,1
nairobi,4,6,bellman,0.034050,1
nairobi,4,7,bellman,0.035180,1
